,date,state,positive,death,total,temp,stp,wdsp,prcp,fog,coronavirus,covid,dry cough,fever,shortness of breath,face mask,Chinawords,Italywords,USwords,Outbreakwords,twitter_number
717,2020-03-28,AZ,873.0,15.0,8349,55.6,969.1,4.6,0.0,0,66,92,39,56,53,15,1049,120,1396,242,1101188
716,2020-03-28,AR,404.0,5.0,3342,71.6,995.9,6.5,0.0,1,50,72,32,48,33,11,1049,120,1396,242,1101188
715,2020-03-28,AL,696.0,3.0,4880,73.9,999.9,6.6,0.0,0,61,91,50,64,20,15,1049,120,1396,242,1101188
714,2020-03-28,AK,85.0,2.0,2921,25.8,999.9,8.7,0.0,0,64,100,53,50,49,17,1049,120,1396,242,1101188
724,2020-03-28,GA,2366.0,69.0,11051,73.7,2.2,6.7,0.0,0,59,88,44,79,85,15,1049,120,1396,242,1101188
738,2020-03-28,MO,838.0,10.0,10920,71.0,981.6,9.1,0.03,1,59,82,55,62,54,13,1049,120,1396,242,1101188
729,2020-03-28,IN,1232.0,31.0,8407,63.7,977.2,5.3,0.19,1,54,74,58,80,49,17,1049,120,1396,242,1101188
740,2020-03-28,MT,129.0,1.0,3385,35.1,999.9,999.9,0.0,0,52,96,51,16,100,8,1049,120,1396,242,1101188
763,2020-03-28,WV,96.0,0.0,2433,71.3,975.3,5.6,0.05,1,64,85,0,63,77,11,1049,120,1396,242,1101188
762,2020-03-28,WI,989.0,13.0,16221,42.1,971.4,9.4,0.15,1,53,76,48,63,28,16,1049,120,1396,242,1101188
761,2020-03-28,WA,4737.0,220.0,72939,34.9,876.8,2.2,0.14,1,58,87,48,70,64,11,1049,120,1396,242,1101188
760,2020-03-28,VT,211.0,12.0,2374,36.6,979.7,2.4,0.0,0,53,82,38,14,0,5,1049,120,1396,242,1101188
759,2020-03-28,VA,739.0,17.0,9166,57.5,998.2,3.7,0.1,1,56,85,58,57,44,14,1049,120,1396,242,1101188
758,2020-03-28,UT,602.0,2.0,11312,38.4,863.0,5.9,0.0,1,46,100,66,62,21,5,1049,120,1396,242,1101188
757,2020-03-28,TX,2052.0,27.0,25260,73.2,978.8,9.9,0.0,0,55,91,67,69,80,12,1049,120,1396,242,1101188
756,2020-03-28,TN,1373.0,6.0,18338,73.8,999.9,8.6,0.0,0,57,77,57,61,19,16,1049,120,1396,242,1101188
755,2020-03-28,SD,68.0,1.0,2660,43.8,946.6,9.1,0.05,1,62,77,44,34,0,10,1049,120,1396,242,1101188
754,2020-03-28,SC,539.0,13.0,2947,74.8,6.7,4.8,0.0,0,53,92,21,54,78,9,1049,120,1396,242,1101188
753,2020-03-28,RI,239.0,0.0,2918,45.4,17.8,4.2,0.0,1,57,86,23,72,0,12,1049,120,1396,242,1101188
752,2020-03-28,PA,2751.0,34.0,28005,45.9,0.1,2.3,0.23,1,57,96,30,63,51,9,1049,120,1396,242,1101188
739,2020-03-28,MS,663.0,13.0,3223,76.9,999.9,9.4,0.0,0,55,80,85,48,45,28,1049,120,1396,242,1101188
750,2020-03-28,OK,377.0,15.0,1557,68.0,969.6,12.1,0.04,1,57,88,46,50,44,11,1049,120,1396,242,1101188
749,2020-03-28,OH,1406.0,25.0,20418,57.7,967.4,5.6,99.99,1,51,91,39,59,58,14,1049,120,1396,242,1101188
764,2020-03-28,WY,82.0,0.0,1557,32.7,831.2,11.1,0.0,1,63,82,48,51,100,14,1049,120,1396,242,1101188
748,2020-03-28,NY,52318.0,728.0,155934,38.2,967.9,5.3,0.0,1,58,100,55,81,80,23,1049,120,1396,242,1101188
747,2020-03-28,NV,621.0,10.0,8522,38.2,833.7,7.9,0.0,0,51,81,28,71,27,12,1049,120,1396,242,1101188
746,2020-03-28,NM,191.0,1.0,9387,39.3,806.7,14.7,0.0,0,59,77,35,67,33,3,1049,120,1396,242,1101188
745,2020-03-28,NJ,11124.0,140.0,30510,47.4,12.4,4.5,0.61,1,53,93,76,66,56,17,1049,120,1396,242,1101188
744,2020-03-28,NH,187.0,2.0,4139,41.2,999.8,3.1,0.0,0,50,97,45,27,88,7,1049,120,1396,242,1101188
743,2020-03-28,NE,96.0,2.0,2000,44.2,935.9,10.7,0.11,1,44,93,28,31,78,9,1049,120,1396,242,1101188
742,2020-03-28,ND,83.0,1.0,2892,39.4,953.7,3.9,0.0,0,74,70,0,36,85,8,1049,120,1396,242,1101188
741,2020-03-28,NC,935.0,4.0,17527,73.7,989.6,5.1,0.0,0,60,89,53,66,97,12,1049,120,1396,242,1101188
751,2020-03-28,OR,479.0,13.0,10172,37.3,999.9,6.8,99.99,1,58,80,66,50,38,10,1049,120,1396,242,1101188
677,2020-03-29,IL,4596.0,65.0,27762,55.1,973.0,21.7,0.03,1,53,90,52,76,39,18,838,99,1284,240,1063145
678,2020-03-29,IN,1514.0,32.0,9830,60.5,976.7,10.1,1.24,1,52,88,56,52,24,18,838,99,1284,240,1063145
679,2020-03-29,KS,319.0,6.0,4513,53.0,976.4,10.6,0.0,0,53,84,40,62,35,12,838,99,1284,240,1063145
680,2020-03-29,KY,394.0,9.0,5541,67.0,974.8,11.0,99.99,1,56,87,24,52,57,16,838,99,1284,240,1063145
685,2020-03-29,MI,10010.0,132.0,25686,47.2,974.7,10.6,99.99,1,57,89,44,64,40,12,838,99,1284,240,1063145
682,2020-03-29,MA,4856.0,99.0,39090,42.6,3.1,7.3,0.67,1,49,91,56,56,34,14,838,99,1284,240,1063145
683,2020-03-29,MD,1239.0,10.0,13593,50.8,999.9,2.0,0.0,0,59,85,12,45,63,17,838,99,1284,240,1063145
684,2020-03-29,ME,253.0,3.0,3647,40.0,10.1,2.3,0.0,1,49,97,25,82,0,17,838,99,1284,240,1063145
676,2020-03-29,ID,261.0,5.0,4282,37.0,842.5,2.7,0.0,1,52,87,76,36,31,7,838,99,1284,240,1063145
681,2020-03-29,LA,3540.0,151.0,27871,66.4,13.8,2.6,0.26,1,47,74,27,68,23,9,838,99,1284,240,1063145
675,2020-03-29,IA,336.0,4.0,5349,45.6,967.4,22.7,0.11,1,56,86,52,38,100,14,838,99,1284,240,1063145
669,2020-03-29,CT,1993.0,34.0,11900,45.3,13.7,4.5,0.66,1,49,77,18,88,61,13,838,99,1284,240,1063145
673,2020-03-29,GA,2651.0,80.0,12564,75.2,3.8,6.8,0.0,0,57,85,38,75,52,14,838,99,1284,240,1063145
672,2020-03-29,FL,4246.0,56.0,43316,75.5,14.9,2.7,0.0,1,65,88,65,61,86,17,838,99,1284,240,1063145
671,2020-03-29,DE,232.0,6.0,268,49.6,999.9,7.6,0.0,0,50,79,34,32,0,20,838,99,1284,240,1063145
670,2020-03-29,DC,342.0,5.0,2812,54.9,999.9,2.8,0.0,0,52,77,25,0,51,16,838,99,1284,240,1063145
668,2020-03-29,CO,2061.0,44.0,13276,18.7,666.7,5.9,0.0,0,50,85,21,60,36,8,838,99,1284,240,1063145
667,2020-03-29,CA,5708.0,123.0,90657,55.2,11.6,4.3,0.12,1,59,91,38,74,61,16,838,99,1284,240,1063145
666,2020-03-29,AZ,919.0,17.0,13872,62.1,965.6,3.4,0.0,0,66,85,78,63,53,13,838,99,1284,240,1063145
665,2020-03-29,AR,426.0,6.0,3453,59.7,5.5,6.7,0.25,0,50,84,49,31,35,7,838,99,1284,240,1063145
664,2020-03-29,AL,806.0,4.0,4990,72.2,999.9,6.5,0.0,0,56,88,16,68,19,12,838,99,1284,240,1063145
663,2020-03-29,AK,102.0,2.0,3334,10.4,942.0,6.6,0.0,0,55,83,0,31,0,18,838,99,1284,240,1063145
686,2020-03-29,MN,503.0,9.0,17657,37.9,967.3,12.6,1.64,1,47,80,37,33,27,15,838,99,1284,240,1063145
674,2020-03-29,HI,151.0,0.0,7000,73.6,0.3,10.6,0.0,0,52,75,37,73,44,13,838,99,1284,240,1063145
687,2020-03-29,MO,838.0,10.0,12385,59.5,990.5,17.4,0.01,0,58,84,56,69,55,16,838,99,1284,240,1063145
688,2020-03-29,MS,758.0,14.0,3318,70.8,5.3,5.1,0.48,1,52,78,28,70,45,8,838,99,1284,240,1063145
689,2020-03-29,MT,154.0,1.0,4297,38.1,999.9,999.9,0.0,0,53,100,0,42,0,8,838,99,1284,240,1063145
712,2020-03-29,WV,113.0,0.0,2818,73.8,974.5,10.6,0.07,1,56,78,28,100,0,9,838,99,1284,240,1063145
711,2020-03-29,WI,1112.0,13.0,17662,40.1,960.7,9.7,0.71,1,51,76,47,45,28,14,838,99,1284,240,1063145
710,2020-03-29,WA,5121.0,237.0,74909,35.6,872.9,1.6,0.3,1,57,93,42,50,46,15,838,99,1284,240,1063145
709,2020-03-29,VT,235.0,12.0,3701,39.2,978.5,7.1,0.0,1,49,91,35,19,0,23,838,99,1284,240,1063145
708,2020-03-29,VA,890.0,22.0,10609,61.9,995.9,4.5,0.01,1,55,86,58,64,64,14,838,99,1284,240,1063145
707,2020-03-29,UT,719.0,2.0,13993,41.2,863.1,3.6,0.0,0,50,93,68,44,44,9,838,99,1284,240,1063145
706,2020-03-29,TX,2552.0,34.0,25760,61.0,988.2,4.6,0.0,0,55,90,54,66,88,12,838,99,1284,240,1063145
705,2020-03-29,TN,1537.0,7.0,20574,69.8,999.9,8.7,0.0,0,52,81,47,71,46,10,838,99,1284,240,1063145
704,2020-03-29,SD,90.0,1.0,3218,43.1,951.5,6.5,0.15,0,57,80,46,26,61,18,838,99,1284,240,1063145
703,2020-03-29,SC,774.0,16.0,3789,76.7,8.2,6.5,0.0,0,52,86,40,56,25,7,838,99,1284,240,1063145
702,2020-03-29,RI,294.0,3.0,3134,44.3,17.2,9.0,0.74,1,52,87,43,27,31,13,838,99,1284,240,1063145
713,2020-03-29,WY,86.0,0.0,1640,36.7,835.3,12.5,0.0,0,55,83,100,18,0,15,838,99,1284,240,1063145
700,2020-03-29,OR,548.0,13.0,11426,38.1,999.9,7.0,99.99,1,56,80,33,50,47,17,838,99,1284,240,1063145
699,2020-03-29,OK,429.0,16.0,1634,56.6,982.6,6.5,0.0,0,54,81,95,47,60,16,838,99,1284,240,1063145
698,2020-03-29,OH,1653.0,29.0,20665,62.7,964.9,11.8,99.99,1,48,90,44,42,64,16,838,99,1284,240,1063145
697,2020-03-29,NY,59513.0,965.0,172360,41.7,964.4,9.1,0.36,1,57,96,63,74,89,25,838,99,1284,240,1063145
696,2020-03-29,NV,738.0,14.0,9150,41.4,832.0,5.7,0.0,1,55,87,28,48,81,19,838,99,1284,240,1063145
695,2020-03-29,NM,237.0,2.0,11006,40.1,811.6,5.4,0.0,0,52,78,88,80,33,19,838,99,1284,240,1063145
694,2020-03-29,NJ,13386.0,161.0,35602,48.7,8.4,8.4,0.09,1,54,92,80,88,46,20,838,99,1284,240,1063145
693,2020-03-29,NH,214.0,2.0,5023,39.1,1.2,4.7,0.01,1,49,85,0,47,82,21,838,99,1284,240,1063145
692,2020-03-29,NE,108.0,2.0,2080,47.0,947.1,12.5,0.98,0,47,82,28,24,81,11,838,99,1284,240,1063145
691,2020-03-29,ND,98.0,1.0,3453,39.1,955.6,3.9,0.0,0,65,85,80,26,0,16,838,99,1284,240,1063145
690,2020-03-29,NC,1040.0,4.0,18945,76.6,990.1,9.5,0.0,0,54,82,21,68,56,11,838,99,1284,240,1063145
701,2020-03-29,PA,3394.0,38.0,33455,47.8,996.7,3.9,1.22,1,55,94,61,65,74,10,838,99,1284,240,1063145
626,2020-03-30,IL,5057.0,73.0,30446,49.8,988.1,14.8,0.0,0,48,100,27,56,71,13,778,104,1407,284,1099972
627,2020-03-30,IN,1786.0,35.0,11658,51.5,988.1,12.9,0.0,0,50,89,44,72,60,20,778,104,1407,284,1099972
628,2020-03-30,KS,368.0,8.0,4922,53.8,981.2,5.5,0.0,0,48,93,67,86,0,7,778,104,1407,284,1099972
629,2020-03-30,KY,439.0,9.0,6018,56.1,983.4,7.0,0.0,0,47,98,32,43,61,13,778,104,1407,284,1099972
634,2020-03-30,MI,10901.0,184.0,32084,41.5,984.1,11.2,99.99,1,53,97,28,61,58,13,778,104,1407,284,1099972
631,2020-03-30,MA,5653.0,124.0,42819,39.7,997.9,11.0,0.34,1,45,94,38,55,97,16,778,104,1407,284,1099972
632,2020-03-30,MD,1413.0,15.0,14729,57.7,999.9,4.7,0.0,0,58,100,20,52,46,12,778,104,1407,284,1099972
633,2020-03-30,ME,275.0,3.0,3669,33.2,6.3,6.7,0.5,1,44,87,44,54,0,14,778,104,1407,284,1099972
625,2020-03-30,ID,310.0,6.0,4706,40.7,842.1,5.5,0.02,0,46,86,65,36,28,6,778,104,1407,284,1099972
630,2020-03-30,LA,4025.0,185.0,34033,64.8,14.5,2.6,0.0,1,45,88,40,56,88,13,778,104,1407,284,1099972
624,2020-03-30,IA,424.0,6.0,6586,44.1,985.5,6.0,0.0,0,49,89,100,61,73,13,778,104,1407,284,1099972
618,2020-03-30,CT,2571.0,36.0,14600,42.9,10.2,7.0,0.31,0,43,85,20,60,94,15,778,104,1407,284,1099972
622,2020-03-30,GA,2809.0,87.0,12724,70.9,6.2,5.6,0.0,0,54,94,38,65,39,15,778,104,1407,284,1099972
621,2020-03-30,FL,5473.0,63.0,53698,78.1,14.9,3.1,0.0,0,55,97,57,64,59,18,778,104,1407,284,1099972
620,2020-03-30,DE,264.0,6.0,2480,50.0,999.9,8.3,0.0,0,44,100,31,66,0,13,778,104,1407,284,1099972
619,2020-03-30,DC,401.0,9.0,3085,59.9,999.9,4.9,0.0,0,53,96,19,29,40,9,778,104,1407,284,1099972
617,2020-03-30,CO,2627.0,51.0,15364,25.2,666.9,4.6,99.99,1,42,80,18,41,38,6,778,104,1407,284,1099972
616,2020-03-30,CA,6447.0,133.0,91396,53.7,14.6,2.1,0.04,1,52,92,55,74,67,16,778,104,1407,284,1099972
615,2020-03-30,AZ,1157.0,20.0,16759,63.2,967.1,3.8,0.0,0,66,94,11,58,36,15,778,104,1407,284,1099972
614,2020-03-30,AR,473.0,7.0,5735,54.6,10.3,1.7,0.0,1,47,100,27,45,28,13,778,104,1407,284,1099972
613,2020-03-30,AL,859.0,6.0,6553,63.8,999.9,2.3,0.02,0,56,100,29,43,35,12,778,104,1407,284,1099972
612,2020-03-30,AK,114.0,3.0,3654,28.6,999.9,12.1,0.0,0,41,76,0,18,0,18,778,104,1407,284,1099972
635,2020-03-30,MN,576.0,10.0,18822,42.2,984.2,3.6,0.07,0,39,85,74,35,32,12,778,104,1407,284,1099972
623,2020-03-30,HI,175.0,0.0,8000,71.1,0.9,10.8,0.0,0,53,85,0,47,39,11,778,104,1407,284,1099972
636,2020-03-30,MO,1031.0,13.0,14235,53.9,0.5,2.0,0.0,0,51,85,28,60,67,12,778,104,1407,284,1099972
662,2020-03-30,WY,94.0,0.0,1934,40.0,835.2,10.6,0.0,0,55,91,0,64,62,7,778,104,1407,284,1099972
638,2020-03-30,MT,171.0,4.0,4314,41.0,999.9,999.9,0.0,0,46,93,0,13,42,6,778,104,1407,284,1099972
637,2020-03-30,MS,847.0,16.0,3836,64.3,8.5,3.7,0.06,0,47,86,0,45,26,12,778,104,1407,284,1099972
661,2020-03-30,WV,126.0,1.0,3110,62.2,981.1,10.3,0.0,0,53,74,25,49,50,17,778,104,1407,284,1099972
660,2020-03-30,WI,1221.0,14.0,17077,43.7,980.8,13.4,0.2,1,43,82,50,44,44,12,778,104,1407,284,1099972
659,2020-03-30,WA,5589.0,248.0,79847,32.0,869.7,2.8,0.36,1,53,88,43,46,89,14,778,104,1407,284,1099972
658,2020-03-30,VT,256.0,12.0,3930,34.8,975.0,6.2,0.52,1,42,84,29,33,69,17,778,104,1407,284,1099972
657,2020-03-30,VA,1020.0,25.0,12038,68.3,995.7,7.8,0.0,0,56,100,47,54,31,11,778,104,1407,284,1099972
656,2020-03-30,UT,806.0,4.0,16003,46.1,863.8,5.6,0.01,1,46,100,22,77,37,7,778,104,1407,284,1099972
654,2020-03-30,TN,1834.0,13.0,23304,56.0,999.9,0.8,0.0,0,55,95,57,68,56,17,778,104,1407,284,1099972
653,2020-03-30,SD,101.0,1.0,3579,46.3,957.8,9.4,0.0,0,54,84,0,22,51,13,778,104,1407,284,1099972
652,2020-03-30,SC,925.0,18.0,5085,72.6,9.6,4.3,0.0,0,48,91,17,53,97,14,778,104,1407,284,1099972
651,2020-03-30,RI,402.0,4.0,3589,42.6,11.7,13.2,0.49,1,48,98,18,92,27,13,778,104,1407,284,1099972
655,2020-03-30,TX,2877.0,34.0,35880,63.5,986.1,5.1,0.0,1,49,96,51,68,100,12,778,104,1407,284,1099972
649,2020-03-30,OR,606.0,16.0,12883,39.1,999.9,13.5,99.99,1,54,85,29,44,17,11,778,104,1407,284,1099972
650,2020-03-30,PA,4087.0,49.0,37864,51.5,995.9,5.2,0.19,1,53,98,32,54,70,11,778,104,1407,284,1099972
640,2020-03-30,ND,109.0,2.0,3837,40.6,962.1,11.0,0.0,0,71,93,67,37,0,7,778,104,1407,284,1099972
641,2020-03-30,NE,145.0,2.0,2734,52.0,952.5,7.9,0.0,0,42,91,24,65,23,9,778,104,1407,284,1099972
642,2020-03-30,NH,314.0,3.0,5844,35.3,997.0,8.1,0.65,1,44,85,24,59,53,19,778,104,1407,284,1099972
643,2020-03-30,NJ,16636.0,198.0,41860,48.5,7.9,4.2,0.01,1,46,94,59,71,55,17,778,104,1407,284,1099972
639,2020-03-30,NC,1307.0,6.0,20864,68.6,992.6,5.3,0.0,0,49,94,35,53,60,12,778,104,1407,284,1099972
645,2020-03-30,NV,1008.0,15.0,11215,40.5,835.5,7.3,0.0,0,51,92,50,50,85,18,778,104,1407,284,1099972
646,2020-03-30,NY,66497.0,1218.0,186468,43.0,961.7,5.1,0.13,1,47,98,71,69,90,22,778,104,1407,284,1099972
647,2020-03-30,OH,1933.0,39.0,27275,48.1,972.4,12.5,99.99,1,45,93,23,56,55,15,778,104,1407,284,1099972
648,2020-03-30,OK,481.0,17.0,1688,55.7,984.4,5.1,0.6,1,53,88,53,51,25,13,778,104,1407,284,1099972
644,2020-03-30,NM,237.0,2.0,11179,45.6,809.7,10.2,0.0,0,49,87,78,21,0,14,778,104,1407,284,1099972
574,2020-03-31,ID,415.0,7.0,5712,39.2,839.4,5.7,0.11,1,47,97,47,23,77,14,1012,98,1663,271,1100934
583,2020-03-31,MI,11875.0,259.0,35854,38.7,990.7,5.8,0.0,0,48,93,40,58,62,23,1012,98,1663,271,1100934
582,2020-03-31,ME,303.0,5.0,6391,32.9,5.7,9.0,0.16,1,47,83,0,51,35,22,1012,98,1663,271,1100934
581,2020-03-31,MD,1660.0,18.0,16528,49.8,999.9,4.6,0.0,0,51,96,40,50,100,18,1012,98,1663,271,1100934
580,2020-03-31,MA,6521.0,153.0,46961,38.4,0.4,7.8,0.06,1,43,94,50,54,84,21,1012,98,1663,271,1100934
579,2020-03-31,LA,5237.0,239.0,38967,64.6,7.8,5.3,0.29,1,43,90,47,49,58,23,1012,98,1663,271,1100934
578,2020-03-31,KY,480.0,11.0,6810,46.3,978.0,3.5,99.99,1,53,88,42,55,20,22,1012,98,1663,271,1100934
577,2020-03-31,KS,428.0,9.0,5424,55.5,979.6,6.4,0.0,0,44,93,45,38,58,11,1012,98,1663,271,1100934
576,2020-03-31,IN,2159.0,49.0,13373,41.6,986.2,5.9,0.0,1,47,96,69,68,59,26,1012,98,1663,271,1100934
575,2020-03-31,IL,5994.0,99.0,35225,40.0,986.2,8.0,0.0,0,45,99,42,60,61,19,1012,98,1663,271,1100934
573,2020-03-31,IA,497.0,7.0,7385,44.4,982.9,7.4,0.0,0,52,90,26,44,37,12,1012,98,1663,271,1100934
584,2020-03-31,MN,629.0,12.0,19780,42.8,983.4,5.3,0.0,0,40,81,25,29,40,18,1012,98,1663,271,1100934
571,2020-03-31,GA,3929.0,111.0,16181,62.2,996.7,4.2,0.0,1,51,90,51,73,44,26,1012,98,1663,271,1100934
570,2020-03-31,FL,6338.0,77.0,61786,78.3,8.4,9.4,0.0,0,52,87,30,73,59,22,1012,98,1663,271,1100934
569,2020-03-31,DE,319.0,10.0,4015,46.1,999.9,8.5,0.0,0,41,79,0,47,27,16,1012,98,1663,271,1100934
568,2020-03-31,DC,495.0,9.0,3759,54.2,999.9,4.0,0.0,0,43,75,19,9,0,21,1012,98,1663,271,1100934
567,2020-03-31,CT,3128.0,69.0,16157,42.4,12.6,5.3,0.0,0,43,88,10,76,32,23,1012,98,1663,271,1100934
566,2020-03-31,CO,2627.0,51.0,15364,27.6,669.0,7.9,0.0,0,38,76,0,56,31,9,1012,98,1663,271,1100934
565,2020-03-31,CA,7482.0,153.0,86654,58.4,13.9,5.5,0.0,0,50,91,37,70,78,23,1012,98,1663,271,1100934
564,2020-03-31,AZ,1289.0,24.0,19371,66.2,967.4,4.0,0.0,0,59,100,33,53,45,26,1012,98,1663,271,1100934
563,2020-03-31,AR,523.0,8.0,6482,55.4,3.1,7.2,1.95,1,46,80,53,30,56,19,1012,98,1663,271,1100934
562,2020-03-31,AL,981.0,13.0,7279,62.6,999.9,7.4,0.0,0,53,86,84,50,17,18,1012,98,1663,271,1100934
561,2020-03-31,AK,119.0,3.0,3713,16.2,999.9,2.5,0.0,0,40,70,49,36,0,10,1012,98,1663,271,1100934
572,2020-03-31,HI,204.0,0.0,8675,72.1,0.6,10.4,0.0,0,53,88,63,45,38,16,1012,98,1663,271,1100934
585,2020-03-31,MO,1327.0,14.0,15941,58.9,995.0,6.9,0.0,0,48,82,34,56,28,18,1012,98,1663,271,1100934
611,2020-03-31,WY,109.0,0.0,2108,46.8,833.6,18.6,0.0,0,54,88,44,23,60,19,1012,98,1663,271,1100934
587,2020-03-31,MT,184.0,4.0,4418,38.3,999.9,999.9,0.0,0,44,85,41,46,42,24,1012,98,1663,271,1100934
610,2020-03-31,WV,162.0,1.0,4143,46.4,978.4,2.6,0.0,1,57,87,48,67,33,35,1012,98,1663,271,1100934
609,2020-03-31,WI,1351.0,16.0,18726,38.7,983.3,6.9,0.0,0,41,79,49,50,31,18,1012,98,1663,271,1100934
608,2020-03-31,WA,6049.0,262.0,84433,28.8,873.0,3.8,1.13,1,50,91,27,43,24,21,1012,98,1663,271,1100934
607,2020-03-31,VT,293.0,13.0,4250,36.5,977.2,3.9,0.22,1,44,87,31,46,0,16,1012,98,1663,271,1100934
606,2020-03-31,VA,1250.0,27.0,13401,50.7,997.2,4.3,0.13,1,48,91,66,56,62,18,1012,98,1663,271,1100934
605,2020-03-31,UT,887.0,5.0,18513,53.3,863.8,5.9,0.0,0,39,89,46,73,18,12,1012,98,1663,271,1100934
604,2020-03-31,TX,3266.0,41.0,42992,62.0,984.9,8.1,0.01,1,47,95,61,76,68,19,1012,98,1663,271,1100934
603,2020-03-31,TN,2239.0,23.0,27360,51.1,999.9,5.6,0.0,0,52,97,64,58,39,17,1012,98,1663,271,1100934
602,2020-03-31,SD,108.0,1.0,3717,51.0,954.3,9.9,0.02,1,54,89,39,52,0,18,1012,98,1663,271,1100934
601,2020-03-31,SC,1083.0,22.0,5699,62.4,2.1,2.4,0.0,1,47,97,42,55,62,16,1012,98,1663,271,1100934
600,2020-03-31,RI,489.0,8.0,3965,40.7,14.4,9.6,0.02,1,45,84,0,72,28,14,1012,98,1663,271,1100934
586,2020-03-31,MS,937.0,20.0,4474,63.4,999.3,9.3,0.35,1,47,100,71,66,51,14,1012,98,1663,271,1100934
598,2020-03-31,OR,690.0,18.0,13826,32.9,999.9,9.2,99.99,1,51,81,39,44,51,17,1012,98,1663,271,1100934
597,2020-03-31,OK,565.0,23.0,1794,53.9,982.0,3.3,0.22,1,50,89,82,39,52,21,1012,98,1663,271,1100934
596,2020-03-31,OH,2199.0,55.0,29191,39.9,972.9,4.7,99.99,1,44,90,34,61,70,18,1012,98,1663,271,1100934
595,2020-03-31,NY,75795.0,1550.0,205186,39.2,964.6,3.5,0.67,1,45,100,44,79,72,33,1012,98,1663,271,1100934
594,2020-03-31,NV,1113.0,17.0,11794,47.5,836.2,6.5,0.0,0,47,85,0,48,25,24,1012,98,1663,271,1100934
593,2020-03-31,NM,281.0,4.0,12527,46.9,813.5,7.7,0.0,0,46,79,31,39,30,16,1012,98,1663,271,1100934
592,2020-03-31,NJ,18696.0,267.0,45773,43.4,10.4,5.9,0.15,1,44,92,46,61,77,24,1012,98,1663,271,1100934
591,2020-03-31,NH,314.0,3.0,5792,37.0,997.7,5.3,0.07,1,45,100,50,41,0,19,1012,98,1663,271,1100934
590,2020-03-31,NE,172.0,3.0,3111,55.0,949.8,8.9,0.06,1,41,89,49,55,24,16,1012,98,1663,271,1100934
589,2020-03-31,ND,126.0,3.0,4257,43.5,958.2,15.4,0.0,0,59,77,65,66,0,24,1012,98,1663,271,1100934
588,2020-03-31,NC,1498.0,8.0,23106,57.7,988.6,3.9,99.99,1,47,89,38,72,45,22,1012,98,1663,271,1100934
599,2020-03-31,PA,4843.0,63.0,42488,45.7,998.6,3.1,0.0,1,48,96,35,61,60,18,1012,98,1663,271,1100934
524,2020-04-01,IL,6980.0,141.0,40384,43.1,986.5,5.6,0.0,0,43,96,55,54,83,29,888,67,1364,250,1143279
525,2020-04-01,IN,2565.0,65.0,14375,44.6,986.1,6.3,0.0,1,46,100,52,67,29,40,888,67,1364,250,1143279
526,2020-04-01,KS,482.0,10.0,5893,60.8,972.5,10.9,0.0,0,43,84,45,45,29,23,888,67,1364,250,1143279
527,2020-04-01,KY,591.0,17.0,7556,42.8,978.5,5.9,0.0,0,47,100,42,43,41,21,888,67,1364,250,1143279
532,2020-04-01,MI,12888.0,337.0,40125,42.7,989.6,4.6,0.0,0,47,93,44,67,58,30,888,67,1364,250,1143279
529,2020-04-01,MA,7639.0,187.0,51764,34.9,993.2,8.5,0.0,0,41,98,33,51,38,34,888,67,1364,250,1143279
530,2020-04-01,MD,1985.0,31.0,19218,45.1,999.9,5.0,0.0,0,48,90,40,58,46,28,888,67,1364,250,1143279
531,2020-04-01,ME,344.0,7.0,6432,37.3,998.3,9.0,0.0,1,42,100,23,28,36,21,888,67,1364,250,1143279
523,2020-04-01,ID,525.0,9.0,6601,29.5,838.9,5.1,0.14,1,37,66,30,51,0,15,888,67,1364,250,1143279
528,2020-04-01,LA,6424.0,273.0,45776,57.0,12.4,1.1,0.28,0,39,84,33,47,40,32,888,67,1364,250,1143279
522,2020-04-01,IA,549.0,9.0,7853,42.5,980.5,12.4,0.01,1,47,90,76,44,49,32,888,67,1364,250,1143279
516,2020-04-01,CT,3557.0,85.0,16600,42.2,6.6,5.9,0.0,0,42,100,21,59,74,30,888,67,1364,250,1143279
520,2020-04-01,GA,4638.0,139.0,20326,56.4,997.6,10.9,0.6,1,55,100,65,59,60,25,888,67,1364,250,1143279
519,2020-04-01,FL,6955.0,87.0,67719,72.0,4.8,9.9,99.99,1,55,100,52,67,75,31,888,67,1364,250,1143279
518,2020-04-01,DE,368.0,11.0,4383,44.6,999.9,13.5,0.0,0,45,75,31,42,56,27,888,67,1364,250,1143279
517,2020-04-01,DC,586.0,11.0,3850,46.9,999.9,4.7,0.0,0,40,96,0,58,0,37,888,67,1364,250,1143279
515,2020-04-01,CO,2966.0,69.0,16849,33.4,663.8,11.0,0.0,0,38,86,18,59,37,13,888,67,1364,250,1143279
514,2020-04-01,CA,8155.0,171.0,87327,61.0,5.8,7.2,0.0,0,49,95,32,70,61,37,888,67,1364,250,1143279
513,2020-04-01,AZ,1413.0,29.0,21058,70.5,959.8,2.7,0.0,0,53,89,33,36,91,22,888,67,1364,250,1143279
512,2020-04-01,AR,584.0,10.0,7938,56.2,4.7,3.0,0.06,0,44,90,27,49,29,27,888,67,1364,250,1143279
511,2020-04-01,AL,1077.0,26.0,7774,54.0,999.9,6.0,0.3,0,51,91,29,34,34,28,888,67,1364,250,1143279
533,2020-04-01,MN,689.0,17.0,21191,42.7,978.3,8.8,0.0,0,37,83,48,29,32,25,888,67,1364,250,1143279
